ID,Square_Feet,Num_Bedrooms,Num_Bathrooms,Num_Floors,Year_Built,Has_Garden,Has_Pool,Garage_Size,Location_Score,Distance_to_Center,Price
33,66.26289824631988,5,3,2,1970,0,0,22,8.098601873605862,9.914075004637821,592796.9627254389
34,287.2213843133333,1,1,3,1931,1,0,19,9.473952495864468,18.662544688166168,506721.2732359969
35,291.40800826863983,2,2,1,1910,1,1,23,3.373401410170235,8.78191130501657,595676.9793114531
36,252.09933702911528,1,2,2,1909,1,1,27,7.249811699240524,19.608711405407433,504981.6035742699
37,126.15344229334268,3,3,1,1972,0,1,18,5.38813009039619,10.245695144869702,584118.0468036479
38,74.41802850159597,1,2,2,1977,1,1,48,0.6062892606646819,2.285715399959589,493819.2724839939
39,221.05825662803923,5,2,1,1976,1,1,37,6.899997373089434,15.296019449185545,749855.0593667751
40,160.03812343490034,4,2,3,1956,1,1,12,6.900965582378435,13.57795450155681,690863.198892221
41,80.5095587111947,1,1,2,1924,1,1,29,9.30606804846537,15.459734426111735,352899.27426395717
42,173.79422752781755,5,1,2,1901,1,0,15,4.973124461689724,19.028840574513623,524483.1842435496
43,58.5971302788046,5,2,1,1963,0,1,36,2.302509207105147,15.529786053020363,531302.3551580417
44,277.3301005196955,3,3,1,1934,1,0,11,0.4456382344867915,12.226732044332937,610874.1821847891
45,114.69499540000423,5,1,2,1906,1,0,38,4.156421866859057,17.146178047216818,499521.0463034139
46,215.6305710884955,5,3,3,1984,0,1,47,3.019167000775018,13.464928787090631,848335.0050240463
47,127.92776902235273,5,2,1,1917,1,0,12,7.610883060238756,8.162381136518462,532329.5565179046
48,180.0170052944527,5,2,1,1966,0,0,25,3.542677648410466,17.712395284835466,649521.6510055922
49,186.67756983581992,2,1,1,1941,1,0,39,9.490711963148438,4.438009215687457,519049.39294636494
50,96.21361388138176,2,2,2,2017,0,0,49,9.623102029877842,14.292825498174484,542062.8525699303
51,292.3961569411397,3,1,2,1938,0,1,11,6.209085902177081,17.63126909881514,622563.3609764848
52,243.78320584027864,1,2,2,1940,1,1,26,9.28660287014883,14.626330394065924,570832.1704602139
53,284.87473539104724,5,2,2,2012,1,1,21,7.6085434451449565,13.945508381077138,909199.5603664877
54,273.70683760691225,1,1,3,1974,1,1,44,5.468596409751262,15.05276588143672,649312.3270315046
55,199.47499470277128,1,1,3,2002,0,1,10,1.8030793542277812,9.301104966012888,538708.1823280097
56,280.4685587557792,3,1,2,1923,0,1,24,4.5859794351384,17.48341364314052,584121.0395150405
57,72.12312551297987,5,2,3,1959,0,1,35,5.608744633626176,4.068729502721824,639018.5755724012
58,98.9957156047863,5,2,1,1945,1,1,46,8.639615807350102,2.5477283200067857,643872.5756270154
59,61.30682222763451,4,3,1,1918,0,1,30,4.813333765356649,5.7101756023702315,497402.4778697122
60,131.33258269081608,1,1,1,1967,0,1,40,8.976746726779567,10.631547935499864,440991.87974409934
61,147.1693224223705,1,2,2,1989,1,0,34,6.743489790234689,10.211235908186762,521898.91774180724
62,117.83725794347397,2,2,1,2001,0,1,32,1.3699906305367138,16.41197515353173,525144.7450030036
63,257.18437728798233,4,1,3,1941,0,0,33,9.94981369325093,8.091373128080349,695024.310704971
64,139.18833167339733,2,3,2,1931,1,0,47,5.272326607539126,9.686888525830174,506038.28878048516
65,120.23362742184518,2,1,3,1938,0,0,37,3.9185829640907888,0.2673536651879127,431988.4593272602
66,185.67402078956212,2,3,1,2008,1,0,30,6.591137644695265,8.194784728858782,627785.1190329521
67,85.23105624369066,3,2,1,2009,1,1,27,1.0889331398103907,12.955484659006842,578817.5463943959
68,250.54924518850993,3,3,1,1935,1,0,45,6.365386467533543,0.31016661253184363,685065.8715143484
69,68.6376609199427,2,2,2,2003,1,1,44,4.98236000499273,5.617639303724875,529467.5992669661
70,296.72173415012935,4,1,3,2000,1,1,18,4.066740699985831,4.159127185787799,854304.1271906283
71,243.06119232416435,1,1,2,1996,0,0,47,9.530200211788992,0.8397085781917646,627395.3723809031
72,99.6789203835431,4,1,2,1935,0,1,39,5.225397167320533,9.58520179829075,511009.6967314686
73,51.3805292809006,5,3,1,1902,1,0,43,2.1911747946993843,3.63446586456313,479576.5320025937
74,253.86535711370854,3,2,2,1972,1,0,41,4.589634793772986,14.861630792627603,667693.000275592
75,226.71433596190428,1,1,2,1907,0,1,12,9.193874045726727,16.95855767526697,401169.07098342146
76,232.25179201024682,1,1,1,1996,1,1,12,1.7609547133059467,10.911703653382956,557752.8373589888
77,242.81758667148642,5,2,2,2022,1,0,37,2.139570386882369,19.63414685042283,814846.4537069977
78,68.5111629335226,5,1,1,1969,1,1,24,0.1302956775708375,9.009571429411906,562584.0351200991
79,139.61643213606817,2,2,1,1940,0,1,32,0.1419004939576718,10.26736420449831,450110.738621216
80,78.96726488128243,3,2,1,2002,0,1,49,8.293916269585125,19.784355079155002,546908.2680272685
81,265.7758564688984,3,2,1,1967,1,0,20,7.321226068429558,4.630968719300976,679084.033352885
82,205.82453170688947,4,2,2,1912,1,0,41,3.5504105645195825,18.850918793538106,583738.7201407257
83,132.7245062131623,2,2,1,1948,0,1,45,6.983111572275727,0.8567511023822649,503158.7272534358
84,65.88958757150591,2,3,1,1959,0,1,42,3.9520592630997022,8.927737805263895,466696.76824151614
85,127.74558042891555,2,1,2,1901,1,1,33,9.528967959978274,1.4000702426613154,458704.41227121913
86,131.29583050668674,2,3,2,1959,1,1,48,9.670526814260349,14.58469485827286,584355.2794725752
87,232.40154458451602,3,1,3,1904,0,1,43,3.927937758093434,12.168178717600355,572360.649869456
88,209.38936783880328,3,3,2,1943,0,0,37,8.54221906340868,14.132685269351928,599520.8777500783
89,271.8031856440816,2,2,2,1926,0,1,46,7.7308904169746615,7.48960799936034,644419.7272105219
90,168.05373129048732,4,1,3,1931,1,0,16,3.0999993717178933,7.3896386806276055,546491.1231864408
91,79.89856148457542,1,1,2,1920,0,1,13,2.3203982890110595,0.9063855792178921,276892.4701358937
92,228.31119680574875,1,3,2,1907,1,0,46,4.582346503928338,6.998898790592795,509064.8714547579
93,240.19626215422437,4,3,2,2001,0,1,10,7.813488406144062,18.58576804524119,788180.233051091
94,190.31929939237406,2,1,2,1971,0,0,10,9.601677847287455,7.58453074360898,488035.88488564023
95,242.74179498864024,3,3,3,1949,0,1,29,7.635790688665725,16.6273541244394,715176.7624917962
96,173.4488990910977,1,3,2,1966,0,0,28,8.5520698501837,16.84651009499868,503480.64487472846
97,180.68320734549852,5,3,2,2017,1,0,38,6.030643061705165,7.464823127584676,802007.1725493568
98,156.8852545896374,5,2,3,1943,1,0,19,8.35407830842126,12.63977360792378,643683.5728946979
99,56.3547816860238,4,2,1,1957,0,0,27,7.844208580034176,1.9074320454611726,481420.80823468184
100,76.97285674832611,2,3,3,1902,1,0,37,3.769855419262801,2.07357161468553,396497.9479945163
101,57.857296421683564,1,3,1,1985,0,0,44,5.519903021207211,0.9731532732342663,427818.44867948466
102,209.1026028159451,2,2,3,1969,0,1,40,8.047531219896948,11.620301867502189,642579.0941669695
103,128.58899526908166,1,2,3,1901,0,0,36,0.4605673418995637,8.521419552521941,299477.8499557709
104,177.1426727911757,4,1,2,1986,0,1,20,8.0807928235583,10.960647133284802,648175.9243854118
105,276.89161848152327,4,1,1,1943,1,1,47,1.7788812404902343,10.421463810167758,730197.480606967
106,112.32305728721875,5,2,2,1901,0,1,14,5.14683617121439,7.0040598218146055,570260.3660579699
107,152.59573075890745,2,3,1,2001,0,1,17,8.082754395559377,13.549468296469458,605185.1456648157
108,238.88778463576216,5,3,3,1980,1,1,43,2.5382107815669483,15.170037618327814,860013.258203935
109,107.19954137290561,2,3,3,1934,0,0,21,2.45807439306153,0.2925651775535143,432105.52473497466
110,69.24497745719825,5,3,1,1997,0,0,47,4.027643984622519,4.144845995377566,644587.4937557759
111,122.43786322844201,3,1,2,1986,0,0,10,8.946427975776345,14.264717361666737,499158.97906918003
112,90.30532181350111,3,2,2,1929,1,1,40,0.004427814372078842,7.732403452676683,456161.2250317206
113,282.42441308564327,3,3,2,2015,0,0,13,9.013830966419349,13.249678938832163,787131.5696907723
114,252.03009489110423,3,1,2,1907,1,0,14,1.5380702464160778,6.939253194691169,547258.0050810596
115,208.35093912760587,1,3,3,1921,0,0,39,9.90086376067482,7.815103046592742,527470.1024966585
116,267.8651475469294,3,2,3,1943,0,0,33,9.54846993038468,3.1735774737936984,654928.1183587011
117,250.91801922477862,4,1,3,1957,1,0,12,4.946751895912833,5.164620393323201,670086.0089232296
118,96.64251472150896,4,2,3,1935,0,1,20,5.127202478126281,12.108235150151746,503407.65958468255
119,273.13974962249443,1,2,3,1968,0,0,13,4.815493402758543,8.663262226303328,596811.6620115916
120,184.83556047891267,3,1,2,1976,1,1,35,6.354436456595226,15.486053658891903,627500.8641789245
121,251.86003879101563,3,1,2,1992,1,1,36,0.9072170223493103,17.051699098766854,742958.5121382242
122,274.02282498087334,3,1,2,1930,1,1,36,0.32617948341566505,10.832928364335197,674092.4662874369
123,129.50086874296596,5,1,2,1946,1,1,15,0.5770292841589886,15.165345841121184,567986.7951541396
124,77.51298113191919,2,1,3,2020,1,1,24,4.443653492415144,6.1380902638914,547289.7132781518
125,106.98379063548542,5,1,3,1954,0,0,39,2.755479392194834,8.299424308001564,573486.1458273989
126,156.77694715656406,2,1,3,1979,1,0,46,6.220395623709938,14.25555352433662,508776.9761491152
127,254.50369148062327,3,3,1,2005,0,0,46,9.92442289374779,7.724239856340613,743412.1438891097
128,265.18264581408584,3,2,2,1961,0,1,46,3.8632317307646593,11.770098703179777,687695.427037415
129,51.738032632797676,5,1,2,1929,0,0,44,5.738412541045133,3.7074555816502297,517538.50301365706
130,177.68682564439143,5,3,3,2020,1,0,32,4.156038959073355,11.99542629940996,819696.5255510274
131,154.35275078719474,2,3,2,1954,1,1,15,8.472716677218594,17.230274144537873,562560.4463334681
132,105.52695261768255,4,3,2,1915,0,1,13,9.022364034622381,17.372792796468513,518763.4925441514
133,79.9663418334207,2,2,3,1911,1,1,27,8.7735561220526,14.486888126590793,456241.338136998
134,134.403792850907,5,1,1,1916,1,1,18,9.743722386792577,14.915067581522521,565358.0531432166
135,285.72742597812976,5,3,1,1915,1,0,38,0.2751918514041529,11.158548903014013,714280.6279418725
136,130.80073300518882,1,2,1,1911,1,1,22,8.39816162145531,11.693361803316495,385122.3470563931
137,179.6976554358415,5,2,3,1907,0,1,26,7.5177217303909325,2.67301162821036,638089.4981910676
138,225.75473972379447,1,2,2,1983,0,0,41,2.2869440940036476,8.877183768426022,515014.39010290743
139,140.9074005948235,4,3,3,1902,1,0,31,9.563200933875276,9.015525677727275,574652.9197614514
140,292.9455206802402,2,1,3,1915,0,1,13,1.4817792822994547,19.169956713354804,532249.4070597552
141,290.6118237355278,2,3,2,1929,1,0,14,6.795499271339084,8.621737252465788,620457.3670688214
142,112.94557395634104,1,3,1,2008,1,1,46,2.248902168159125,10.986852898055153,548437.984990651
143,174.31212647309636,2,1,1,1922,0,1,22,4.313806487740747,10.66502798558205,419777.3503376158
144,125.21957745419242,5,1,3,1991,0,0,43,7.191598969445689,12.735234340886542,682189.630583016
145,121.2101235943669,3,1,1,2014,0,0,31,5.633246420330467,14.964656626637918,540406.724839883
146,59.2217368386332,1,2,3,2003,1,1,32,4.275018313281117,4.5008375234174425,505392.9680143872
147,202.39108349497423,2,1,3,2017,0,1,12,3.2633843093198722,10.574488381968713,630144.1938724561
148,175.66975580721538,1,3,2,1904,1,1,43,8.396596557087904,16.518354146320608,486174.26547095453
149,62.86968781249734,1,1,2,1983,0,0,41,1.438143503148137,9.262294276750229,280166.11093370203
150,119.66161605915286,3,3,2,2003,0,1,30,4.301028765298001,5.56915092747146,644938.3182892204
151,277.06647149166344,5,2,3,2019,1,1,30,9.037575717751421,13.094181507125981,960678.274291193
152,109.89047266674311,1,3,2,2007,1,1,20,8.458495504599677,16.47534791598246,527479.0191969719
153,86.22371802280577,2,3,1,1964,1,1,48,4.009417624730467,1.2628058585478263,547733.4158132545
154,172.36319006939075,4,1,1,2020,1,1,13,7.6310836360130825,15.535809668144543,696835.4553542709
155,296.41261352765014,1,1,3,1929,1,0,10,8.231608307088592,16.432958659235425,534963.4121573154
156,110.51381787787511,1,3,3,1920,1,1,37,8.888874240036298,9.230458551772136,478489.2990271106
157,218.03388685146965,3,1,2,1983,1,1,33,5.44505769049228,19.666113136369347,688446.0385157294
158,240.4049038321794,5,2,3,1969,1,1,44,2.044608860547118,15.734166814146182,821184.1909183044
159,109.4093859980999,4,2,3,1921,0,1,22,2.5530907650393164,15.473251297913315,534776.66640091
160,232.05408715296488,2,1,1,1981,1,0,43,2.956946740416042,14.956771488241436,583119.8007220611
161,141.9457831798133,4,2,1,1971,1,0,20,5.938024808096155,3.01216206436548,579720.468569795
162,208.07645764839486,2,1,2,2002,0,0,45,0.3280962412860844,4.344617729060216,554247.3659962818
163,208.38242769022366,5,3,3,1931,1,1,26,6.360424687799683,9.2798026292885,783157.1595251702
164,183.94367101868963,2,3,3,1932,0,1,44,3.64354238428232,5.280086999189317,576290.4632665591
165,72.57244251360208,3,2,1,2016,0,0,27,2.9524180248964216,8.30481944668081,496952.75835959666
166,258.82562389730947,3,1,3,1915,1,0,49,8.794965707281264,17.769282198458413,634493.1844802111
167,130.19501624293395,3,1,1,1975,0,0,31,4.600023955807989,16.486537837585384,457514.7327829617
168,96.62962759996356,3,2,2,1937,1,1,33,0.9505304553269278,12.600797569599644,475302.09777242725
169,60.19378538869098,4,3,1,2015,0,1,28,8.26746768026247,17.16240788502207,611030.3079872474
170,197.72323579706045,5,2,3,1997,0,0,46,0.476412574365066,15.675447780344985,773901.5331320497
171,219.3910904605706,2,3,2,1913,0,0,48,7.267492241681967,8.57969863681781,532504.7647876402
172,54.14695723196404,2,1,1,1935,1,0,30,7.7390622177066515,4.021303040998903,320014.7071341413
173,178.02326457482025,3,3,1,1996,1,1,17,3.526026059288582,10.284020800186784,640696.1813645576
174,106.6239437994845,3,2,2,1922,0,1,37,8.247878562777867,14.724577650571003,475921.44845874957
175,211.29319760236245,1,1,2,2013,0,1,14,5.156594058564535,8.72839197459186,569188.9415574537
176,93.59160725124786,5,2,1,2008,1,0,26,4.632936532727968,13.335438195677945,657068.8876520853
177,222.73443452561648,4,2,3,1965,1,0,46,0.45403281468692547,1.8865485258208725,731778.4048766447
178,146.68383657513436,2,3,1,2004,0,1,45,2.900291936489059,14.960094727428068,592138.1783812669
179,284.1824971841836,1,2,2,1984,0,0,28,9.310099708852999,16.25427239786124,593141.0792095345
180,84.3802360364983,1,3,1,1901,1,1,36,3.918239632835,14.136757115610823,359989.95703788556
181,135.26658776256463,2,1,2,1990,1,0,43,5.467005205567683,19.34527175052731,466936.1487666207
182,78.36838031014727,4,3,2,2020,1,0,20,5.320216789842518,16.533041149212806,671524.9998395186
183,281.1734045696407,1,1,3,1972,1,0,21,5.9043108982269334,18.061874557530764,586653.3218628463
184,269.33483834524526,1,3,2,1964,1,0,30,0.6133095564328261,18.671421669152963,588398.3471836689
185,114.4854069287889,5,2,2,1974,0,1,20,3.6217625479872826,16.02695983747617,610057.2323562407
186,214.99601150854477,4,3,3,1966,1,0,48,7.231282738825541,13.485176840129983,776835.0443483444
187,254.30555005030396,1,3,2,1951,0,1,37,2.005602510729829,0.11437162721578575,598404.4761289957
188,188.80020289986558,4,1,3,1961,1,1,14,2.0357837754636043,9.316515064462493,636794.9291918874
189,182.41264458900162,2,2,3,1922,0,1,26,0.10090606689024728,11.42324597244722,488287.23556643404
190,110.46307272511292,3,3,2,1925,1,0,29,4.374819266082097,6.080605448959993,495424.8564378359
191,73.2756919514748,1,2,2,1967,1,1,21,8.82734380673422,6.362088938069441,434617.4916587671
192,274.3039394883317,5,3,1,1981,0,1,15,0.5190094358730901,19.223188314203302,767053.8629684633
193,275.10451429083264,2,3,3,1954,0,1,26,1.9111870949600263,17.834217304054917,636527.379650962
194,208.27536431831697,4,2,1,1905,1,0,28,3.1008453834275507,16.983580110034083,516038.1296582501
195,134.75744776217516,2,3,2,1934,1,0,35,7.317247365642129,8.120236034122213,493341.2543801494
196,137.3023936531652,1,2,1,1921,1,1,41,6.4063559280258655,0.2739710081782909,423506.5285534888
197,231.48891971755984,4,3,3,1942,1,0,15,4.159439045818551,1.6044449291142815,693249.7351401452
198,274.27756498814426,3,1,1,1914,1,1,45,7.590689392583757,6.243927364352073,666645.8481900442
199,271.77160606627933,2,2,3,1985,0,1,47,6.096310116569019,0.31485825991353966,762589.6291713811
200,244.96888646440595,1,3,2,1959,0,0,20,8.96040799657219,0.3429956383039623,556587.3503528038
201,210.50791153857193,5,3,2,2000,1,1,42,8.18026749138693,18.33206603284822,885909.2152756948
202,71.03499124876221,4,1,3,2015,0,0,33,2.5281360608920056,14.123170042381082,511600.54608573904
203,90.40717852365344,2,2,2,2005,0,0,32,2.7143857763420023,6.179119801363053,529703.7542428804
204,274.63854713176977,2,3,2,1911,0,1,24,1.2535647579238562,2.6528915520190632,622106.8516600628
205,201.60726491489748,3,1,2,2010,1,0,36,3.369647257174565,10.232714357901543,637795.4342421652
206,52.29926290415741,3,3,2,1948,0,0,20,9.995439187190943,0.10692321708728914,481711.1436406397
207,75.36788571650803,5,2,3,1941,1,1,26,4.05751168615061,18.76827487716288,567600.5078307528
208,215.87544227701395,5,3,1,1937,0,1,23,2.204884346891064,8.296302387778944,700016.1150344276
209,51.265395961554674,1,3,1,1981,1,0,36,7.62482884475553,8.046699104746654,417122.88132578967
210,90.20201285437466,1,3,2,1944,0,0,27,5.42471003462656,7.811872151635644,358006.55093638826
211,187.18344734164654,5,3,1,1934,1,1,37,1.4960144952695253,1.3865666077552952,710519.2368759664
212,222.97379942317332,5,1,1,1929,1,0,13,3.8068968116086577,12.76644479583653,591635.6443733551
213,212.99031487565014,4,1,2,1987,0,0,16,4.144697155393433,14.660072392567066,598258.9214811304
214,106.06732736513995,3,2,2,2005,1,0,44,7.538297005692186,13.522507951765805,581050.851572136
215,228.04480533688397,1,1,1,1929,1,0,18,0.20671368891904462,2.768709866587886,386204.06552830915
216,109.31227187420001,3,1,3,1977,1,0,17,2.690196467983105,11.576803360711851,519256.26280390425
217,131.34992453981693,3,2,2,1905,1,0,26,5.17596301315522,11.389689683445077,429308.1053095775
218,236.62285127950602,5,1,3,1966,1,0,26,2.6884674245284335,17.368215758827642,685888.3394530899
219,212.40822476180367,4,1,1,1979,1,1,42,6.284340474189989,7.582553167512939,735994.9143940476
220,262.3058526235445,2,2,2,1906,1,1,41,4.818674792746166,7.429718873188684,608932.1959276847
221,214.40322307508583,4,2,3,1951,1,1,17,3.617102548595806,12.370541174363712,717337.6745883166
222,192.0771508338679,4,2,2,1913,0,1,28,9.492086268705123,12.66145306999026,630036.3405213462
223,73.41869195702311,3,3,1,1972,0,1,47,6.321594991864574,9.385704546515807,590004.3557620827
224,141.92895076485837,4,3,3,1914,1,0,12,1.2994137226794122,8.861187246608422,540582.8495511749
225,116.30059192043136,1,2,1,1920,1,0,14,5.600916974433955,9.882953412757654,299387.1163871756
226,110.9974108447709,3,2,1,1934,0,0,22,7.80731853200901,17.22090599006624,424012.947539926
227,293.2526386881114,1,2,2,1965,0,0,40,7.0848969749279735,9.2233380250782,584350.3550549987
228,148.2744311666901,2,3,3,1990,0,1,25,1.7208922929525938,18.79863583939645,560131.5152863493
229,273.0116387942783,3,3,1,1901,1,0,41,9.724199990401033,10.080075271926521,635970.9916467753
230,207.78465649931573,2,1,1,1934,0,0,31,4.48813645746606,18.98401386361783,441572.3657196022
231,248.7028258854121,3,1,3,1981,1,1,38,1.590250037402613,16.656638037381516,686120.9031657365
232,175.65927327629802,5,2,1,1977,1,0,31,1.8019575412814792,7.248626452316582,702159.5698247066
233,194.22597115658976,4,3,1,1919,0,0,12,0.982349921890805,17.27282842593232,495299.7847341229
234,173.12942345471598,5,3,3,1981,1,1,19,8.035181084349343,2.2012656840223044,824524.7330819088
235,98.81074694951113,2,3,3,1909,1,0,30,1.2203049432184865,18.50094350686029,399136.54228750034
236,230.61302881537634,4,2,3,1924,1,0,25,1.2512525714174694,12.632870301657832,614845.5668954669
237,120.19309061021394,3,1,3,1965,1,0,21,8.504716147608377,1.0878149704462237,513520.9946285926
238,56.07899160786346,4,2,2,1924,0,0,11,3.446040844475596,12.885134473016231,413087.0767199851
239,211.36807397679195,1,1,3,1953,0,0,33,0.3085790430807245,19.48495308289512,413971.7762192848
240,94.27766985176223,4,1,2,1932,1,1,44,0.5189529951841088,1.3960130922925784,550978.3776309715
241,285.1146460882286,1,2,2,1935,1,1,39,1.4217044670389556,11.093754195601726,566252.7773316666
242,288.48214425064685,4,1,2,1994,0,1,39,2.1339334797568954,14.955886995187448,747371.3060171283
243,278.7160975551121,1,1,1,1913,1,1,44,6.651461942384054,16.205171733990625,540311.7319901583
244,142.5396750638611,2,3,2,1964,0,1,28,1.5732628000182824,8.276549306415916,544663.0523059611
245,53.864154132216854,5,1,2,2009,1,1,17,1.18874391177072,4.0833311833648605,623369.4971106474
246,282.07964064693135,3,2,1,1979,1,0,35,7.6471914147627915,0.8468455754476767,739222.5385332668
247,157.04603707932858,4,2,1,1953,0,1,49,6.710552838599144,11.594523141944496,606828.9722775482
248,291.6637047609174,5,1,1,2009,0,1,16,4.3532422145523615,9.058221405352215,827018.6553727529
249,290.9049942723132,3,3,3,1951,0,0,39,5.493097714801039,18.97488790299422,698491.7855081313
250,263.25236386684,3,3,1,1902,0,0,16,3.119840203264185,1.2120981542981957,547951.736470744
251,123.61222301739642,1,1,1,1998,1,1,12,4.825004202353607,13.707906868920114,442615.71617950907
252,146.27443215048132,2,1,2,1940,0,0,10,5.066726489827458,0.4993244424011434,412014.3872791122
253,262.78416787921424,2,2,1,1905,1,1,45,3.872372711780959,3.4286835342108546,586689.0415036795
254,129.23050128906942,5,1,3,1924,0,0,34,9.065722106721628,9.071579998456683,557099.510247372
255,92.37318667152311,2,3,1,1912,0,1,46,0.16061864981006146,9.097448856057364,378305.09280484373
256,189.20031561458754,4,1,3,2016,1,0,10,7.821712630912462,13.714010858672879,705130.3980385133
257,284.03869354019525,2,2,1,1997,0,0,24,1.2438283124132432,18.20426069735513,594082.8664108191
258,224.00744916874325,5,2,1,1907,0,1,46,7.975473605371994,12.780643178298416,654130.3784302677
259,192.51529252234124,2,2,1,1920,0,1,22,6.159119156767212,19.070701957030177,468040.08060727915
260,74.29412344269213,4,2,1,1997,0,1,49,8.432780909364023,17.63231279755995,637859.5118355
261,203.75180667479245,1,2,3,1967,1,1,17,0.9751432564089746,11.689995910615805,545410.9778174642
262,297.51346252606584,5,1,3,1924,1,1,14,5.5898063409977405,16.675839018376546,792066.3470191418
263,85.021003809131,1,1,2,1978,0,0,18,5.010878802621971,12.85155220647268,381658.9277038974
264,179.58241309093418,1,1,3,1967,0,1,10,7.061931829633586,1.571156618474543,493181.3809545995
265,269.3432679819889,1,1,1,1944,0,1,45,5.3429055189367585,14.8112944651902,527616.0908102716
266,235.1921544385511,3,2,2,1959,1,0,44,5.407345671331042,1.8981688253469242,713007.1835008386
267,224.253935248817,3,3,2,1911,1,0,11,4.295959435760647,11.881655611394248,557048.8219766509
268,225.6210209967773,1,1,2,1931,1,1,49,3.0883442400734085,14.052804117164577,509193.37687812326
269,139.8727878049388,5,3,1,1995,1,0,32,4.822643612521922,1.3305521642171048,692424.7920516165
270,123.39796106612334,4,1,3,1991,0,0,18,1.1849235876840059,4.615893078530635,553957.5548410888
271,252.3402888696284,4,1,1,1912,0,1,43,9.615133389830849,18.313444645232998,635900.8402216955
272,252.52834866979518,2,3,2,1930,0,0,23,7.144107636265983,12.326289844657927,610181.9600208343
273,266.7680796450259,5,2,1,1977,1,0,13,9.524671166878468,4.925720376210632,789119.8580575632
274,278.31013813911784,3,1,1,1919,0,1,39,2.2672738232996323,13.813595422960132,546266.7899646687
275,177.83559971523445,1,1,3,1917,1,1,40,8.79341020176528,11.935528399233792,455326.61011012713
276,175.37907367179992,2,1,3,1992,1,0,47,8.087899845635384,10.031513998358967,600039.7511844928
277,249.5737947416938,4,3,2,1959,0,0,20,6.771524124576737,19.523739499761675,706428.072326099
278,212.4909826944413,3,2,1,1962,0,1,44,6.250291860852057,13.669075548150179,646151.3645599092
279,225.49171931442584,3,3,1,1905,0,0,17,3.1654966526786996,7.508822193358253,520006.67546130536
280,248.94816735902526,1,3,3,1931,1,0,12,8.164107849650307,16.00146864153736,572448.657062554
